prefixes;name;memberId
10.22337;Publishing House ASV (Izdatelstvo ASV);9596
10.22326;International Journal of Anatolia Sport Sciences;9597
10.22331;Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften;9598
10.22338;Andalas University;9599
10.22328;Baltic Medical Education Center;9600
10.22327;The Research Institute of Korean Education;9601
10.22329;University of Windsor Leddy Library;9602
10.22339;International Big History Association;9603
10.22340;Chungbuk National University Social Science Institute;9604
10.22341;JACSOnline Group Publisher;9605
10.22334;JBHOST Journal of Business on Hospitality and Tourism;9606
10.22343;Gorodets;9607
10.22342;Indonesian Mathematical Society;9608
10.21112;R.W. Steen Library, SFASU;9609
10.22344;Hankuk University of Foreign Studies Literature Studies;9610
10.22346;The Korean Association for Religious Education;9611
10.22348;Revista Internacional de Educacao Superior;9612
10.22351;Faculdades EST;9613
10.22350;Editora Fi;9614
10.22347;Revista Meta - Avaliacao;9615
10.22345;Korean Society for Urban History;9616
10.22349;FSUE CRISM Prometey;9617
10.22353;National University of Mongolia;9618
10.22352;Universidad de Magallanes;9619
10.22354;Asociacion Colombiana de Infectologia - ACIN;9620
10.21428;PubPub;9621
10.22356;Flinders University Library;9622
10.22358;The Kielanowski Institute of Animal Physiology and Nutrition, PAS;9624
10.22357;Rochester Cathedral Research Guild;9625
10.22361;Simplar Foundation;9626
10.22359;Journal of Clinical Social Work and Health Intervention;9627
10.22360;Society for Modeling and Simulation International (SCS);9628
10.21851;The Oral Biology Research Institute at Chosum University;9629
10.22362;IJCERT Publication House;9630
10.21921;Society for Upliftment of Rural Economy (SURE);9631
10.55637, 10.22225;Universitas Warmadewa;9632
10.22369;The Shodor Education Foundation, Inc.;9633
10.22364;University of Latvia;9634
10.22363;Peoples' Friendship University of Russia;9635
10.22371;University of San Diego - Copley Library;9636
10.22370;Universidad de Valparaiso Chile;9637
10.22368;The Korea Society of Energy and Climate Change Education;9638
10.22366;Nigerian Young Academy;9639
10.22373;Universitas Islam Negeri Ar-Raniry;9640
10.22372;Center for Korean History;9641
10.22367;University of Economics in Katowice;9642
10.22365;Hellenic Psychiatric Association;9643
10.22374;Dougmar Publishing Group, Inc.;9644
10.22377;BRNSS Publication Hub;9658
10.22378;Sh.Marjani Institute of History of Tatarstan Academy of Sciences;9659
10.22376;International Journal of Pharma and Bio Sciences;9660
10.22379;Asociacion Colombiana de Neurologia;9661
10.22382;Society of Wood Science and Technology;9662
10.22383;Universidad Catolica de Manizales;9663
10.22385;Journal of Communications Technology, Electronics and Computer Science (JCTECS);9664
10.22381;Addleton Academic Publishers;9665
10.22384;Hyperion University;9666
10.22386;Universidad Cientifica del Peru;9667
10.22380;Instituto Colombiano de Antropologia e Historia (ICANH);9668
10.22387;Capacious: The Journal for Emerging Affect Inquiry;9669
10.22396;Marmara Universitesi Spor Bilimleri Dergisi;9671
10.21590;MRI Books;9672
10.22391;Family Practice and Palliative Care;9673
10.22295;Revista Grifos;9675
10.21605;Cukurova Universitesi Muhendislik-Mimarlik Fakultesi Dergisi;9676
10.22394;The Russian Presidential Academy of National Economy and Public Administration;9677
10.21589;Legal Research Institute of Ajou University;9678
10.22393;Barcaray Publishing Limited;9679
10.22305;Universidad Nacional de la Patagonia Austral;9680
10.22390;Institute of Public Administration and Management, Russian Academy of National Economy and Public Administration (IPAM RANEPA);9681
10.22392;Suleyman Demirel Universitesi Egirdir Su Urunleri Fakultesi Dergisi;9682
10.22388;Departamento de Psicobiologia - UNIFESP;9683
10.22399;International Journal of Computational and Experimental Science and Engineering (IJCESEN);9684
10.22397;Wonkwang University Legal Research Institute;9685
10.22398;ESPM Rio de Janeiro;9686
10.22389;FSBI Center of Geodesy, Cartography, and SDI;9687
10.22395;Universidad de Medellin;9688
10.21418;UC Berkeley Geotechnical Engineering Research;9689
10.5004;Desalination Publications;9690
10.22400;Consejo de la Juventud de Extremadura;9691
10.22401;Al-Nahrain Journal of Science;9692
10.22402;UNAM Facultad de Estudios Superiores Iztacala;9693
10.22405;FSBEIHE Tula State Lev Tolstoy Pedagogical University;9694
10.22403;Universidad de Quintana Roo;9695
10.22404;ISTEM;9696
10.22410;Editora Univates;9697
10.22411;REDE – Revista Eletronica do PRODEMA;9698
10.22406;Science and Business Publishing UK Ltd.;9699
10.22409;Pro Reitoria de Pesquisa, Pos Graduacao e Inovacao - UFF;9700
10.22408;Instituto de Cultura Tecnica Sociedade Civil Ltda;9701
10.22407;Instituto Federal de Educacao Ciencia e Tecnologia do Rio de Janeiro - IFRJ;9702
10.22422;Revista Temporalis;9703
10.22417;The Institute for Social Science Research, Kyungpook National University;9704
10.22416;Russian Gastroenterolgocial Society;9705
10.22415;The Korean-Chinese Society of Law;9706
10.22420;Confederacao Nacional dos Trabalhadores em Educacao (CNTE);9707
10.22413;Vasundara Groups;9708
10.22419;The Chinese Prose Association of Korea;9709
10.22412;Russian State University of Tourism and Service;9710
10.22418;Institute of Social Science, Gangwon University;9711
10.22421;Instituto de Estudos em Saude Coletiva - INESCO;9712
10.22414;Institute for Russian, East European, and Eurasian Studies;9713
10.22423;Konkuk Research Institute of Real Estate and Urban Studies;9714
10.22424;Korean Society of Milk Science and Biotechnology;9715
10.22425;Sejong University Language Research Institute;9716
10.22426;Australian Counselling Association, Inc.;9717
10.22427;National Institute of Environmental Health Sciences;9718
10.22430;Instituto Tecnologico Metropolitano (ITM);9719
10.22433;Canadian Journal of Nutrition;9720
10.22432;Fundacja Pedagogium;9721
10.22428;MRVSA Pubishing House;9722
10.22431;Escuela Superior de Administracion Publica;9723
10.22429;Editorial de la Universidad de Cantabria;9724
10.22437;Faculty of Education and Teacher Training, Jambi University;9726
10.22435;Badan Penelitian dan Pengembangan Kesehatan;9727
10.22436;International Scientific Research Publications MY SDN. BHD.;9729
10.22438;Triveni Enterprises;9730
10.22443;Royal Microscopical Society;9731
10.22439;Copenhagen Business School;9732
10.22442;Journal of Liaquat University of Medical and Health Sciences (JLUMHS);9733
10.22440;WERI Education Research Development Printing Publication, Ltd.;9734
10.22441;Universitas Mercu Buana;9735
10.22445;BSNV College Lucknow;9736
10.22449;FSBSI MHI;9737
10.22444;Information Bulletin on Variable Stars (IBVS);9738
10.22448;Amur State Medical Academy;9739
10.22447;Asian Trade Association;9740
10.22446;Multiculture and Peace Institute;9741
10.22450;Far Eastern State Agrarian University;9742
10.22453;National Council for Scientific Research - Lebanon;9743
10.22451;Escuela de Postgrado Neumann;9744
10.22452;Univ. of Malaya;9745
10.22454;Society of Teachers of Family Medicine;9746
10.22455;A. M. Gorky Institute of World Literature of the Russian Academy of Sciences;9747
10.21069;Acta Pediatrica Portuguesa;9748
10.22456;Universidade Federal do Rio Grande do Sul;9749
10.22463;Universidad Francisco de Paula Santander;9750
10.22460;IKIP Siliwangi Bandung;9751
10.22459;ANU Press;9752
10.22457;House of Scientific Research;9753
10.22462;Undersea and Hyperbaric Medical Society (UHMS);9754
10.22461;The Institute of Clinical Bioethics at Saint Joseph's University;9755
10.22458;Universidad Estatal a Distancia;9756
10.22465;Korean Urological Oncology Society;9757
10.22464;Diyalektolog - Ulusal Hakemlin Sosyal Arastirmalar Dergisi;9758
10.22466;Artvin Coruh Universitesi Uluslararasi Sosyal Bilimler Dergisi;9759
10.22480;Revista da Unifa;9760
10.22470;Korean Society of Pediatric Emergency Medicine;9761
10.22471;J-Institute;9762
10.22468;Asian Society of Cardiovascular Imaging;9763
10.22477;Revista Juventude e Politicas Publicas;9764
10.22467;Korean Wound Management Society;9765
10.22473;Korean Association of Thai Studies;9766
10.22479;Textura;9767
10.22474;Korean Society of Eastern Art Studies;9768
10.22483;Programa de Pos- Graduacao em Educacao – PPGE;9769
10.22472;Korean Physical Education Association for Girls and Women;9770
10.22476;Revista Critica;9771
10.22481;Universidade Estadual do Sudoeste da Bahia/Edicoes UESB;9772
10.22475;REBECA - Revista Brasileira de Estudos de Cinema e Audiovisual;9773
10.22482;Editora da Universidade de Sorocaba - UNISO;9774
10.22478;Portal de Periodicos UFPB;9775
10.22469;Korean Society of Laryngology, Phoniatrics and Logopedics;9776
10.22484;Pos-Graduacao em Comunicacao e Cultura – PPGCC;9777
10.22485;The Association of Engineers, India;9778
10.22486;The Indian Institute of Welding;9779
10.22488;Oklahoma State University Library;9780
10.22491;Tikinet Edicao Ltda. - EPP;9782
10.22489;Computing in Cardiology;9783
10.22490;Universidad Nacional Abierta y a Distancia;9784
10.22492;The International Academic Forum (IAFOR);9785
10.22493;University of Southampton;9786
10.22495;Virtus Interpress;9787
10.22494;Institute of Cell Therapy;9788
10.22496;Archyworld Publishing, Ltd.;9789
10.22499;Bureau of Meteorology, Australia;9790
10.22497;Universidad Privada Antenor Orrego;9791
10.22498;Past Global Changes (PAGES);9792
10.46937, 10.22500, 10.25015;Department of Communication and Community Development Sciences;9793
10.22501;Society for Artistic Research;9794
10.22512;Istanbul Universitesi Kadin Arastirmalari Dergisi;9795
10.22503;Informacios Tarsadalom;9796
10.22511;Korean Association of Women's History;9797
10.22507;Corporacion Universitaria Lasallista;9798
10.22506;Society of Toxicology, India;9799
10.22508;FSBEI HE Krasnoyarsk State Agrarian University Achinsk Branch;9800
10.22509;Korea Food Service Association;9801
10.22505;The American Studies Association of Korea;9802
10.22502;Lumbini Medical College;9803
10.22510;Korean Financial Management Association;9804
10.22504;Gwangju Catholic University Institute for Theology;9805
10.22521;Universitepark;9806
10.22515;IAIN Surakarta;9808
10.22518;Universidad Sergio Arboleda;9809
10.22520;Parantez Teknologji Ltd;9810
10.22517;Universidad Tecnologica de Pereira - UTP;9811
10.22516;Asociacion Colombiana de Gastroenterologia;9812
10.22513;Baldwin Wallace University;9813
10.22529;Universidad Catolica de Cordoba;9814
10.22536;The Modern British and American Poetry Society of Korea;9816
10.22534;Broadcasting and Arts Research Institute;9817
10.22533;Atena Editora Edição de Livros Ltda;9818
10.22535;Revista Cadernos de Pesquisa em Educacao;9819
10.22530;Grupo de Investigacion Arte y Ciudad, UCM;9820
10.22531;Mugla Journal of Science and Technology;9821
10.22540;Hylonome Publications;9822
10.22537;Korean Society of Clinical Toxicology;9823
10.22522;Edward Bernays College of Communication Management;9824
10.22539;Hanyang Peace Institute;9825
10.22538;The Japan Center;9826
10.19046;International Scientific Publishers - Advances in Biomedicine and Pharmacy;9828
10.15200, 10.22541;Authorea, Inc.;9829
10.22544;Colegio Profesional de Psicologos de Costa Rica;9830
10.22548;Lajnah Pentashihan Mushaf Al-Qur'an;9831
10.22545;The Academy of Transdisciplinary Learning and Advanced Studies;9832
10.22547;Institute of Management Sciences;9833
10.22543;Valparaiso University;9834
10.22542;Nevada Water Resources Association;9835
10.22546;Sociedad Gallega de Medicina Interna;9836
10.22551;Grigore T. Popa University of Medicine and Pharmacy;9837
10.22549;Journal of Earth Energy Engineering;9838
10.22550;FUNCIVA Ediciones SL;9839
10.22556;The Convergence Tourism Contents Society;9840
10.22557;The Korean Language Society;9841
10.22552;Jaipuria Institute of Management, India;9842
10.22555;Institute of Business Management;9843
10.22553;The Korean Educational Administration Society;9844
10.22559;Cyprus International University;9845
10.22554;Irish Learning Technology Association (ILTA);9846
10.22566;Brazilian Journal of Information Science: Research Trends;9847
10.22560;Associacao Nacional de Educacao Catolica - ANEC;9848
10.22565;International Journal of Nutrology;9849
10.22564;Sociedade Brasileira de Geofisica;9850
10.22570;Revista Ergodesign e HCI;9851
10.22561;Contabilidade Vista e Revista;9852
10.22569;Conselho Nacional de Controle Interno - CONACI;9853
10.22568;Jornal de Estudos Espiritas;9854
10.22563;Jornal de Assistencia Farmaceutica e Farmacoeconomia;9855
10.22567;Revista Eniac Pesquisa;9856
10.22562;Cadernos do CEOM;9857
10.22571;Acta Brasiliensis;9858
10.22572;Media Research;9859
10.22573;Skyfox Publishing;9860
10.22574;The Society for the Promotion of Mechanism and Institution Design;9861
10.22576;Society of Scientific Footprints;9862
10.22575;The Japanese Society of Interventional Radiology;9863
10.22580;Mondal I-Sciences;9864
10.22577;Colorado State University Libraries;9865
10.22582;NomadIT;9866
10.22578;College of Medicine, Alnahrain University;9867
10.22579;Universidad de los Llanos;9868
10.22581;Mehran University of Engineering and Technology;9869
10.22589;Korea Academy of Care Management;9870
10.22587;American-Eurasian Network for Scientific Information (AENSI);9871
10.22585;Centro Internacional Virtual de Investigacion en Nutricion (CIVIN);9872
10.22586;Croatian Institute of History (Hrvatski Institut za Povijest);9873
10.22592;Revista Odontoestomatologia;9874
10.22583;Department of Arabic Studies and Islamic Civilization;9875
10.22590;The Korea Association for Early Childhood Education and Educare Welfare;9876
10.22584;Yukon University;9877
10.22588;The Korean Holistic Arts Therapy Association;9878
10.21236;Defense Technical Information Center (DTIC);9879
10.22591;Magyar Urologia;9880
10.22593;Institute for Pure and Applied Mathematics (IPAM);9881
10.22595;Atlanta University Center - Robert W. Woodruff Library;9882
10.22594;Defense Acquisition University Press;9883
10.22598;Faculty of Economics and Business, University of Zagreb;9884
10.22597;Galaxy Tech Solutions;9885
10.22599;White Rose University Press;9887
10.22600;Investigacoes em Ensino de Ciencias (IENCI);9888
10.22605;Rural and Remote Health;9889
10.22601;Tallinn University Press;9890
10.22603;Japanese Society for Spine Surgery and Related Research;9891
10.22604;University of Colorado Denver;9892
10.22602;Books on Demand;9893
10.22606;Isaac Scientific Publishing Co., Ltd.;9894
10.22608;Asia Pacific Academy of Ophthalmology;9895
10.22610;AMH International Conferences and Seminars Organizing LLC;9896
10.22607;KROS Publications;9897
10.22609;Emertec Research and Development;9898
10.22612;Iqra National University;9899
10.22613;Zeitschrift fur Praktische Philosophie;9900
10.22611;Jurnal Pendidikan Fisika;9901
10.22623;International Journal of Applied and Pure Science and Agriculture;9903
10.22614;Revista Saber Cientifico;9904
10.22616;Latvia University of Life Sciences and Technologies;9905
10.22615;Journal of Geospatial Modelling;9906
10.22619;Centre for Multidisciplinary Research, Innovation and Collaboration (C-MRiC);9907
10.22620;Agricultural University;9908
10.22621;Ottawa Field-Naturalists' Club;9909
10.22618;SJT Trivent SRL;9910
10.22617;Asian Development Bank;9911
10.22622;RossiSmith Academic Publishing, Ltd.;9912
10.22624;Creative Research Publishers;9913
10.22625;SPRIDA;9914
10.22626;Korean Family Resource Management Association;9915
10.22628;Global Institute for Japanese Studies - Border Crossings;9916
10.22629;The Korean Academy of Business History;9917
10.22627;Journal of Childrens Infections;9918
10.23834;The Journal of International Scientific Researches;9919
10.22632;Computer Science Laboratory Press;9920
10.22631;eJournalPlus;9921
10.23836;The Research of the Korean Classic Novel;9922
10.23840;The Korean Society for Agriculture Education and Human Resource Development;9923
10.23835;Tasarim and Kuram;9924
10.22633;Revista Eletronica Politica e Gestao Educacional;9925
10.22630;Warsaw University of Life Sciences - SGGW Press;9926
10.23839;Korea Association of Business Education;9927
10.23841;The Economic Geographical Society of Korea;9928
10.23837;Thiagarajar School of Management;9929
10.23838;Sungkyunkwan University School of Medicine;9930
10.23844;Korea Counseling Psychological Association;9931
10.23843;Korea Appraisal Society;9932
10.23846;International Initiative for Impact Evaluation (3ie);9933
10.23845;Kalagatos;9934
10.23847;The Federation of Finnish Learned Societies;9935
10.23848;British Journal of Clinical Audit;9936
10.23849;North Pacific Anadromous Fish Commission;9937
10.23851;Al-Mustansiriyah Journal of Science;9939
10.23852;Library of the Czech Academy of Sciences;9940
10.23857;Polo de Capacitacion, Investigacion y Publicacion (POCAIP);9941
10.23859;Cherepovets State University;9942
10.23855;Czech Botanical Society;9943
10.23854;Universidad Bernardo O'Higgins;9944
10.23858;Institute of Archaeology and Ethnology, Polish Academy of Sciences;9945
10.23856;Polonia University in Czestochowa;9946
10.23853;Sociedad Espanola de Hidrologia Medica;9947
10.3908, 10.23861;Albert Einstein College of Medicine;9948
10.23860;University of Rhode Island;9949
10.23863;Kalem Uluslararasi Egitim ve Insan Bilimleri Dergisi;9950
10.23865;Cappelen Damm AS - Cappelen Damm Akademisk;9951
10.23864;Revista Com a Palavra o Professor;9952
10.23862;KIIT School of Management, KIIT University;9953
10.23873;IPO Association of Transplantologists;9954
10.23870;Middle Atlantic Review of Latin American Studies;9955
10.23866;Fundacio Barcelona Respiratory Network;9956
10.23867;The University of Texas at Austin, Bureau of Economic Geology;9957
10.23871;Revista Dimensoes;9958
10.23875;Korea Communication Association;9959
10.23876;The Korean Society of Nephrology;9960
10.22519;Corporacion Universitaria Rafael Nunez;9961
10.23874;Acharya Bangalore B School;9962
10.23872;A.J. Institute of Management;9963
10.23869;Journal of Biological Researches;9964
10.23868;PJSC Human Stem Cells Institute;9965
10.23877;Triacon;9966
10.23882;NMd - Nucleo Multidisciplinar;9967
10.23880;Medwin Publishers;9969
10.23878;Universidad Catolica de Santiago de Guayaquil;9970
10.23881;Universidad Privada Boliviana;9971
10.23883;International Journal of Recent Trends in Engineering and Research;9972
10.23890;International Sustainable Aviation Research Society;9973
10.23902;Trakya University Journal of Natural Sciences;9974
10.23904;The Society of the Eastern Classic;9975
10.23894;Korean Journal of Comparative Criminal Law;9976
10.23893;Acta Pharmaceutica Sciencia;9977
10.54005, 10.55212, 10.53352, 10.23897, 10.58455, 10.52642, 10.21563;Selcuk University;9978
10.23886;Faculty of Medicine Universitas Indonesia;9979
10.23889;Swansea University;9980
10.23896;Korean Academy of Business History;9981
10.23899;Centro Latino-Americano de Estudos em Cultura - CLAEC;9982
10.23903;The Korean Association of Interpretation and Translation Education;9983
10.23887;Universitas Pendidikan Ganesha;9984
10.23884;INESEG YAYINCILIK ARGE DANISMANLIK MUHENDISLIK SAN. VE TIC. LTD. STI.;9985
10.23901;Revista Ciencia em Extensao – RCE;9986
10.23892;Marmara Business Review;9987
10.23900;Revista Politicas Publicas e Cidades;9988
10.23891;Yuzunci Yil Universitesi Egitim Fakultesi Dergisi;9989
10.23895;Korea Development Institute;9990
10.23885;Southern Scientific Center of the Russian Academy of Sciences;9991
10.23888;Ryazan State Medical University;9992
10.23906;Instituto Portugues de Relacoes Internacionais, Universidade Nova de Lisboa;9993
10.23905;The Korean Society for Pastoral Care and Counseling;9994
10.23907;Academic Forensic Pathology International;9995
10.23908;The Society of Philosophical Studies;9996
10.23909;Korean Association of Christian Counseling and Psychology;9997
10.23915;Distill Working Group;9999
10.23914;JAS Arqueologia;10000
10.23912;Goodfellow Publishers, Ltd.;10001
10.23910;Puspa Publishing House;10002
10.23917;Universitas Muhammadiyah Surakarta;10003
10.23911;Linha Unica - Edicao e Comunicacao em Saude e Desporto, Lda;10004
10.23913;Centro de Estudios e Investigaciones para el Desarrollo Docente - CENID;10006
10.23918;Ishik University;10007
10.23920;Fakultas Hukum UNPAD (FHUNPAD);10008
10.23922;The Japan Society of Coloproctology;10009
10.23924;Centro de Investigacion Social Avanzada (CISAV);10010
10.23923;Consejo General de Colegios Oficiales de Psicologos;10011
10.23932;Center for Crisis Society Studies;10012
10.23933;The Korean Society of Greco-Roman Studies;10013
10.23930;Shri Ram Murti Smarak International Business School;10014
10.23929;International Journal of Academic Value Studies (Javstudies JAVS);10015
10.23926;Revista Pratica Docente;10016
10.23931;Korean Association of Child Psychotherapy;10017
10.23928;Foldtani Kozlony;10018
10.23925, 10.19176;Pontifical Catholic University of Sao Paulo (PUC-SP);10019
10.23927;Insituto Historico e Geografico Brasileiro;10020
10.23934;The Scientific and Practical Society of Emergency Medicine Physicians;10021
10.23937;ClinMed International Library;10022
10.23940;Totem Publisher, Inc.;10023
10.23938;Gobierno de Navarra;10024
10.23936;Saludesa;10025
10.23939;Lviv Polytechnic National University;10026
10.23935;Revista Invesigacion Cualitativa;10027
10.23941;Erasmus Journal for Philosophy and Economics;10028
10.23942;SidSam Profeza Technologies India Private Limited;10029
10.23951;Tomsk State Pedagogical University;10030
10.23950;JSC National Scientific Medical Research Center;10031
10.21980;University of California, Irvine;10032
10.23949;Korean Alliance for Health, Physical Education, Recreation, and Dance;10033
10.23945;Korean Silhak Society;10034
10.23947;FSFEI HE Don State Technical University;10035
10.23948;The Korean Society of Health and Welfare;10036
10.23944;Special Education and Rehabilitation Science Research Center;10037
10.23946;Kemerovo State Medical University;10038
10.23955;Chemical Engineering Department, Syiah Kuala University;10039
10.23953;Cloud Publications;10040
10.23954;Open Science Journal;10041
10.23952;Mathematical Research Press;10042
10.23958;International Scientific Invention Journals;10043
10.23956;Advance Academic Publisher;10044
10.23960;Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Lampung;10045
10.23959;Scientific Federation;10046
10.7573, 10.23957;BioExcel;10047
10.23961;Federacion Latinoamericana de Sociedades Cientificas de Estudiantes de Medicina (FELSOCEM);10048
10.23965;Early Childhood Australia;10049
10.23964;Research Consultants and Publisher;10050
10.23966, 10.4467;Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego;10051
10.23963;Colloquium - New Philologies;10052
10.23921;Quench Academy of Medical Education and Research (QAMER) Publishing House;10053
10.23968;Saint Petersburg State University of Architecture and Civil Engineering (SPSUACE);10054
10.23967;Scipedia, S.L.;10055
10.23971;IAIN Palangka Raya;10056
10.23970;Agency for Healthcare Research and Quality;10057
10.23969;Universitas Pasundan;10058
10.23973;Associacao Brasileira de Medicina Preventia e Administracao em Saude  - ABRAMPAS;10059
10.23972;PGDesign / Universidade Federal do Rio Grande do Sul;10060
10.23974;International Journal of Librarianship;10061
10.23976;Middle East Institute Singapore;10062
10.23977;Clausius Scientific Press, Inc.;10063
10.23975;Basrah Journal of Veterinary Research;10064
10.17409, 10.23992;Kulttuuripoliittisen tutkimuksen vuosikirja;10065
10.23984;Trace - Finnish Journal for Human-Animal Studies;10066
10.23978;Informaatiotutkimus;10067
10.23982;Virittaja;10068
10.23987;Science and Technology Studies;10069
10.23994;Lahikuva;10070
10.23997;Puhe ja kieli;10071
10.23979;Finnish Yearbook of Population Research;10072
10.23990;Sosiaalilaaketieteellisen aikakauslehti;10073
10.23993;Studia Orientalia Electronica;10074
10.23985;Etnomusikologian vuosikirja;10075
10.23999;OMF Publishing;10076
10.23980;SQS-lehti;10077
10.23983;Media & viestinta;10078
10.23995;Tahiti;10079
10.23991;Ethnologia Fennica;10080
10.23998;Rakenteiden mekaniikka;10081
10.23988;Ainedidaktiikka-lehti;10082
10.23986;Agricultural and Food Science;10083
10.11143, 10.23981;Fennia - International Journal of Geography;10084
10.23989;Gerontologia;10085
10.23996;Finnish Journal of eHealth and eWelfare;10086
10.24011;Bartin Orman Fakultesi Dergisi;10087
10.24007;Physical Education Lab of Chung-Ang University;10088
10.24012;Dicle Universitesi Muhendislik Fakultesi Muhendislik Dergisi;10089
10.24000;STC Industry Safety CJSC;10090
10.24004;The Korean Association For Patriots And Veterans Affairs Studies;10091
10.24008;Center for Korean Literature and Language Education;10092
10.24010;Seyahat ve Otel Isletmeciligi Dergisi;10093
10.24002;Universitas Atma Jaya Yogyakarta;10094
10.24001;Infogain Publication;10095
10.24003;EMITTER International Journal of Engineering Technology;10096
10.24006;Jungseok Research Institute of International Logistics and Trade;10097
10.24013;Journal of Management Economics Literature Islamic and Political Science;10098
10.24009;The Korean Society of Education for Hearing-Language Impairments;10099
10.24005;Korean Special Education Association for Curriculum and Instruction;10100
10.24014;Universitas Islam Negeri Sultan Syarif Kasim Riau;10101
10.24017;Sulaimani Polytechnic University;10102
10.24015;Evidence Based Communications;10103
10.24016;Instituto Peruano de Orientacion Psicologica - IPOPS;10104
10.24018;European Open Science Publishing;10105
10.24024;Faculdade Frassinetti do Recife- FAFIRE;10106
10.24027;National Scientific Centre Institute of Metrology;10107
10.24023;Future Studies Research Journal: Trends and Strategies;10108
10.24026;Lancet XXI STORIChChYa, LLC;10109
10.24025;Cherkasy State Technological University;10110
10.24022;A.N. Bakoulev National Scientific and Practical Center for Cardiovascular Surgery;10111
10.24019;Fondazione Vasculab impresa sociale ONLUS;10112
10.24020;The Korean Association for Local Public Enterprises;10113
10.24021;Revista Acta Ambiental Catarinense;10114
10.24028;Institute of Geophysics of the National Academy of Sciences of Ukraine by S.I. Subbotin name;10116
10.24031;PH V. Ema;10117
10.24030;Essays on Conservatism;10118
10.24032;Empirical Research Press, Ltd.;10119
10.24033;Societe Mathematique de France;10121
10.24034;Sekolah Tinggi Ilmu Ekonomi Indonesia (STIESIA ) Surabaya;10122
10.24035;Department of Theology and Philosophy, UKM;10123
10.24036;Universitas Negeri Padang;10124
10.24037;LLC Approbation;10125
10.24040;Matej Bel University in Banska Bystrica;10127
10.24039;Universidad Nacional Federico Villarreal;10128
10.24041;Era's Lucknow Medical College and Hospital;10129
10.24038, 10.54847, 10.54701;Ergon Creacion, S.A;10130
10.24045;Vedecko Vydavatelske Centrum Sociosfera-CZ, s.r.o.;10131
10.24042;Raden Intan State Islamic University of Lampung;10132
10.24044;Science Publishing Centre Sociosphere;10133
10.24046;Association for Research in Neuroeducation;10134
10.24048;International Center for Business & Management Excellence (ICBME);10135
10.24049;Florida Gulf Coast University;10136
10.24057;Russian Geographical Society;10137
10.24052;Centre for Business and Economic Research;10138
10.24054;Universidad de Pamplona;10139
10.24053;Narr Francke Attempto Verlag GmbH + Co. KG;10140
10.24055;The Korean Association of Police Science;10141
10.24047;International Plant Nutrition Institute;10142
10.24051;Mlodzi Naukowcy dr Jedrzej Nyckowiak.;10143
10.24050;Universidad EIA;10144
10.24056;Korean Accounting Association (KAA);10145
10.24058;Turk Kulturu lncelemeleri Dergisi;10146
10.24063;HOSEO University Social Science Research Institute;10147
10.24066;Korean Association of Rusists;10148
10.24068;Academia Brasileira de Direito Constitucional;10149
10.24059;The Online Learning Consortium;10150
10.24065;Universidade Federal do Oeste do Para;10151
10.24069;Association of Science Editors and Publishers;10152
10.24061;Higher State Educational Establishment of Ukraine Bukovinian State Medical University;10153
10.24067;Educadora Sete de Setembro;10154
10.24064;International Workshop on Theory of Submanifolds;10155
10.22558;The Korean Industrial Economic Association;10156
10.24070;Brazilian Journal of Veterinary Pathology;10157
10.23962;Wits School of Literature, Language and Media (SLLM);10158
10.24060;Bashkir State Medical University;10159
10.24062;The Korean Association of Practical Arts Education;10160
10.24072;Peer Community In;10161
10.24073;St. John's University;10163
10.7766, 10.16995;Open Library of the Humanities;10164
10.24075;Pirogov Russian National Research Medical University;10165
10.24071;Sanata Dharma University;10166
10.24079;Mongolian National University of Medical Sciences;10167
10.24078;BPM Medica;10168
10.24077;Editora e Livrarias Plena Ltd.;10169
10.47004, 10.1920;Institute for Fiscal Studies;10170
10.24076;STMIK AMIKOM Yogyakarta;10171
10.24084;AEDERMACP (European Association for the Development of Renewable Energies and Power Quality);10172
10.24083;Australasian College of Health Service Management;10173
10.24081;NFC Institute of Engineering and Fertilizer Research;10174
10.24082;Alevi Bektasi Kultur Enstitusu;10175
10.24080;The Society of Hospital Pharmacists of Australia;10176
10.24088;International Journal of Business and Economic Affairs;10178
10.24087;The International Annals of Medicine;10179
10.24086;Cihan University of Erbil;10180
10.24089;Jurusan Sistem Informasi;10181
10.24091;Turkish Rhinologic Society;10182
10.24090;UIN Prof. K.H. Saifuddin Zuhri;10183
10.24092;Current Research in Pharmaceutical Sciences;10184
10.24093;AWEJ Group;10185
10.24094;Union of Mechanical and Electrotechnical Engineers and Technicians of Serbia (SMEITS);10186
10.24096;Versus Verlag AG;10187
10.24095;Health Promotion and Chronic Disease Prevention Branch (HPCDP) Public Health Agency of Canada;10188
10.24098;Pandit Ravishankar Shukla University;10190
10.24101;Journal LOGOS;10191
10.24099;Faculty of Veterinary Medicine, University of Zagreb;10192
10.24100;Magyar Kemiai Folyoirat;10193
10.24110;Pediatria, Ltd.;10195
10.24108;NPG Publishing;10196
10.24107;International Journal of Engineering and Applied Sciences;10197
10.24109;Instituto Nacional de Estudos e Pesquisas Educacionais Anisio Teixeira;10198
10.24102;Science Target, Inc.;10199
10.24103;Global China Academy;10200
10.24106;Kastamonu Egitim Dergisi;10201
